time,mass flow base,mass flow out,mass flow in,power peak,power base,battery,power total,loss,heat in,heat out
7602,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,299.6703210371284,451.7007137668567,0.6513585677907588,0.0,299.0189624693376
7603,284.60332116719457,0.0,48.73001216613874,0.0,256.1429890504751,0.0,256.1429890504751,0.0,102.82032567055275,0.0
7604,0.0,0.0,333.3333333333333,0.0,0.0,102.82032567055276,0.0,0.2234885985264215,703.3333333333334,0.0
7605,0.0,0.0,333.3333333333333,0.0,0.0,805.9301704053596,0.0,1.7517567963280463,703.3333333333334,0.0
7606,0.0,0.0,333.3333333333333,0.0,0.0,1507.5117469423649,0.0,3.2767031750683944,703.3333333333334,0.0
7607,0.0,0.0,333.3333333333333,0.0,0.0,2207.56837710063,0.0,4.798334954999704,703.3333333333334,0.0
7608,0.0,0.0,333.3333333333333,0.0,0.0,2906.103375478964,0.0,6.316659340680388,703.3333333333334,0.0
7609,0.0,0.0,333.3333333333333,0.0,0.0,3603.1200494716168,0.0,7.83168352100915,703.3333333333334,0.0
7610,0.0,0.0,333.3333333333333,0.0,0.0,4298.621699283942,0.0,9.343414669259023,703.3333333333334,0.0
7611,0.0,0.0,333.3333333333333,0.0,0.0,4992.611617948015,0.0,10.851859943111316,703.3333333333334,0.0
7612,0.0,0.0,333.3333333333333,0.0,0.0,5685.093091338238,0.0,12.357026484689538,703.3333333333334,0.0
7613,0.0,0.0,333.3333333333333,0.0,0.0,6376.069398186881,0.0,13.858921420593175,703.3333333333334,0.0
7614,0.0,0.0,333.3333333333333,0.0,0.0,7065.5438100996225,0.0,15.357551861931464,703.3333333333334,0.0
7615,0.0,0.0,333.3333333333333,0.0,0.0,7753.519591571024,0.0,16.852924904357042,703.3333333333334,0.0
7616,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,8440.0,451.7007137668567,18.345047628099554,0.0,299.0189624693376
7617,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,8122.635989902564,451.7007137668567,17.65523034365854,0.0,299.0189624693376
7618,333.3333333333333,0.0,0.0,0.0,300.0,7805.961797089568,300.0,16.966912434921056,0.0,0.0
7619,333.3333333333333,0.0,0.0,0.0,300.0,7788.994884654646,300.0,16.930033428200623,0.0,0.0
7620,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7772.064851226445,451.7007137668567,16.893234581093317,0.0,299.0189624693376
7621,0.0,0.0,333.3333333333333,0.0,0.0,7456.152654176015,0.0,16.20657293403316,703.3333333333334,0.0
7622,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,8143.279414575314,451.7007137668567,17.700100557974736,0.0,299.0189624693376
7623,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7826.5603515480025,451.7007137668567,17.011685120064417,0.0,299.0189624693376
7624,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7510.5297039586,451.7007137668567,16.324766010826654,0.0,299.0189624693376
7625,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,7195.185975478436,451.7007137668567,15.639339977865623,0.0,299.0189624693376
7626,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6880.5276730312335,451.7007137668567,14.955403775854853,0.0,299.0189624693376
7627,333.3333333333333,168.5563486298408,0.0,151.70071376685672,300.0,6566.553306786041,451.7007137668567,14.272954166521865,0.0,299.0189624693376
